observation_id,kind,factory_id,operator_id,observed_s,predicted_s,resid_s,log_resid,abs_pct_error
SYN-SYN-FACTORY-1-00087,element_observation,SYN-FACTORY-1,OP4,2.8336,2.698926208683981,0.1346737913160192,0.04869399462737582,4.75274531747668
SYN-SYN-FACTORY-1-00088,element_observation,SYN-FACTORY-1,OP4,1.9386,2.189131802525748,-0.2505318025257477,-0.1215389649471816,12.923336558637558
SYN-SYN-FACTORY-1-00089,seam_observation,SYN-FACTORY-1,OP4,5.6514,5.291336356197312,0.36006364380268785,0.06583246878840615,6.37122914326871
SYN-SYN-FACTORY-1-00090,element_observation,SYN-FACTORY-1,OP4,1.5288,1.5333054745229386,-0.004505474522938702,-0.002942731928571099,0.2947066014481098
SYN-SYN-FACTORY-1-00091,cycle_observation,SYN-FACTORY-1,OP4,1.8873,1.859,0.028299999999999992,0.015108527522649622,1.4994966354050756
SYN-SYN-FACTORY-1-00092,seam_observation,SYN-FACTORY-1,OP4,4.0296,4.181712227057177,-0.15211222705717642,-0.03705367091236678,3.774871626394094
SYN-SYN-FACTORY-1-00093,element_observation,SYN-FACTORY-1,OP4,1.4744,1.5333054745229386,-0.058905474522938706,-0.039174718499020954,3.9952166659616593
SYN-SYN-FACTORY-1-00094,seam_observation,SYN-FACTORY-1,OP4,6.1924,6.270665333228708,-0.07826533322870777,-0.012559729083574899,1.2638933729847517
SYN-SYN-FACTORY-1-00095,seam_observation,SYN-FACTORY-1,OP4,6.2525,7.535975207412394,-1.2834752074123932,-0.18670686361212271,20.52739236165363
SYN-SYN-FACTORY-1-00096,element_observation,SYN-FACTORY-1,OP4,0.9317,0.7112396531408285,0.22046034685917149,0.27000143655106856,23.662160229598744
SYN-SYN-FACTORY-1-00097,element_observation,SYN-FACTORY-1,OP4,1.0878,1.1787040778701967,-0.09090407787019661,-0.08025828787134018,8.35669037232916
SYN-SYN-FACTORY-1-00098,seam_observation,SYN-FACTORY-1,OP4,6.9575,5.87514862534391,1.0823513746560893,0.16908885677679494,15.556613361927262
SYN-SYN-FACTORY-1-00099,cycle_observation,SYN-FACTORY-1,OP4,2.4587,1.859,0.5996999999999999,0.2795940462387051,24.390938300728024
SYN-SYN-FACTORY-1-00100,element_observation,SYN-FACTORY-1,OP4,2.5512,2.066600412113089,0.48459958788691093,0.21065889249962122,18.9949665995183
SYN-SYN-FACTORY-1-00101,seam_observation,SYN-FACTORY-1,OP5,5.9997,7.084932281664658,-1.0852322816646582,-0.16626084713231293,18.088109099865964
SYN-SYN-FACTORY-1-00102,seam_observation,SYN-FACTORY-1,OP5,7.3301,9.520674748169384,-2.190574748169384,-0.26147656482987,29.88465025264845
SYN-SYN-FACTORY-1-00103,seam_observation,SYN-FACTORY-1,OP5,8.9004,9.940295369417877,-1.0398953694178772,-0.11050051591180514,11.683692524132368
SYN-SYN-FACTORY-1-00104,seam_observation,SYN-FACTORY-1,OP5,6.6007,6.897388831252917,-0.2966888312529168,-0.04396720571280283,4.4948085998896605
SYN-SYN-FACTORY-1-00105,cycle_observation,SYN-FACTORY-1,OP5,1.7031,1.859,-0.15589999999999993,-0.08758858887665377,9.153895837003107
SYN-SYN-FACTORY-1-00106,cycle_observation,SYN-FACTORY-1,OP5,1.6133,1.859,-0.24570000000000003,-0.14175693804934583,15.229653505237714
SYN-SYN-FACTORY-1-00107,seam_observation,SYN-FACTORY-1,OP5,7.8974,9.679854111966682,-1.7824541119666817,-0.2035132387180417,22.57013842488264
SYN-SYN-FACTORY-1-00108,cycle_observation,SYN-FACTORY-1,OP5,1.7236,1.859,-0.13539999999999996,-0.07562358197976111,7.855650963100485
SYN-SYN-FACTORY-1-00109,seam_observation,SYN-FACTORY-1,OP5,7.4743,9.124726941700965,-1.6504269417009647,-0.19951750541687482,22.081358009458608
SYN-SYN-FACTORY-1-00110,seam_observation,SYN-FACTORY-1,OP5,6.039,8.978873146589963,-2.9398731465899637,-0.3966359543249329,48.681456310481266
SYN-SYN-FACTORY-1-00111,seam_observation,SYN-FACTORY-1,OP5,4.6039,4.4060569429681475,0.1978430570318528,0.04392359812375599,4.297292665606394
SYN-SYN-FACTORY-1-00112,seam_observation,SYN-FACTORY-1,OP5,4.2558,4.594952884311153,-0.33915288431115354,-0.07667574361475712,7.969192262586436
SYN-SYN-FACTORY-1-00113,element_observation,SYN-FACTORY-1,OP5,2.7147,2.8899406527308096,-0.17524065273080947,-0.06255451648316353,6.455249299399914
SYN-SYN-FACTORY-1-00114,element_observation,SYN-FACTORY-1,OP5,2.1605,2.2515498530978304,-0.09104985309783054,-0.04127912629542613,4.214295445398313
SYN-SYN-FACTORY-1-00115,element_observation,SYN-FACTORY-1,OP5,2.6714,2.8899406527308096,-0.21854065273080936,-0.07863328696535564,8.180753639694892
SYN-SYN-FACTORY-1-00116,element_observation,SYN-FACTORY-1,OP5,0.1665,0.22036876784875542,-0.05386876784875541,-0.280307051141583,32.35361432357682
SYN-SYN-FACTORY-1-00117,element_observation,SYN-FACTORY-1,OP5,0.6816,0.7112396531408285,-0.029639653140828504,-0.04256646239020469,4.34854066033282
SYN-SYN-FACTORY-1-00118,cycle_observation,SYN-FACTORY-1,OP5,1.5121,1.859,-0.3469,-0.2065392956028205,22.941604391243963
SYN-SYN-FACTORY-1-00119,element_observation,SYN-FACTORY-1,OP5,2.1594,2.7386239627027673,-0.5792239627027671,-0.23762518552956524,26.823375136740164
SYN-SYN-FACTORY-1-00120,cycle_observation,SYN-FACTORY-1,OP5,1.7591,1.859,-0.09989999999999988,-0.055236394116584125,5.679040418395763
SYN-SYN-FACTORY-1-00121,element_observation,SYN-FACTORY-1,OP5,2.674,2.7967752013515983,-0.12277520135159836,-0.044891560966395724,4.591443580837636
SYN-SYN-FACTORY-1-00122,cycle_observation,SYN-FACTORY-1,OP5,1.8349,1.859,-0.02410000000000001,-0.013048724630536078,1.3134230748269666
SYN-SYN-FACTORY-1-00123,seam_observation,SYN-FACTORY-1,OP5,4.6033,6.6860901330269975,-2.0827901330269976,-0.37325583116934014,45.24558757906279
SYN-SYN-FACTORY-1-00124,seam_observation,SYN-FACTORY-1,OP5,7.3126,7.1108859039967625,0.2017140960032373,0.02797205190664503,2.758445641813272
SYN-SYN-FACTORY-1-00125,seam_observation,SYN-FACTORY-1,OP5,2.5866,3.684935142452603,-1.098335142452603,-0.35390865306748615,42.46250454081045
SYN-SYN-FACTORY-1-00126,element_observation,SYN-FACTORY-1,OP6,2.5454,2.2839641249888727,0.2614358750111272,0.10837522400309503,10.270915180762442
SYN-SYN-FACTORY-1-00127,element_observation,SYN-FACTORY-1,OP6,0.6111,0.7112396531408285,-0.10013965314082851,-0.15174882600444087,16.386786637347164
SYN-SYN-FACTORY-1-00128,seam_observation,SYN-FACTORY-1,OP6,5.1761,4.459941345368508,0.7161586546314922,0.14891626226732038,13.835873623606426
SYN-SYN-FACTORY-1-00129,cycle_observation,SYN-FACTORY-1,OP6,1.964,1.859,0.10499999999999998,0.054944501192967204,5.346232179226069
SYN-SYN-FACTORY-1-00130,seam_observation,SYN-FACTORY-1,OP6,8.2582,7.371470821569943,0.8867291784300573,0.11358939108573148,10.73755998195802
SYN-SYN-FACTORY-1-00131,element_observation,SYN-FACTORY-1,OP6,2.8059,2.571737778741776,0.23416222125822372,0.08714249422628373,8.345351625440099
SYN-SYN-FACTORY-1-00132,element_observation,SYN-FACTORY-1,OP6,3.1619,2.7802938408330937,0.38160615916690643,0.12861649247544338,12.068887667760093
SYN-SYN-FACTORY-1-00133,element_observation,SYN-FACTORY-1,OP6,1.7308,2.0420856661073925,-0.3112856661073926,-0.1653879415543454,17.985074307106114
SYN-SYN-FACTORY-1-00134,seam_observation,SYN-FACTORY-1,OP6,6.4929,7.865414324279877,-1.3725143242798774,-0.19176594241784234,21.13869494801826
SYN-SYN-FACTORY-1-00135,element_observation,SYN-FACTORY-1,OP6,3.1089,2.8899406527308096,0.21895934726919064,0.07303299934992068,7.042984569114176
SYN-SYN-FACTORY-1-00136,seam_observation,SYN-FACTORY-1,OP6,5.3166,4.261336277980242,1.0552637220197578,0.22125120992821576,19.848469360488995
SYN-SYN-FACTORY-1-00137,element_observation,SYN-FACTORY-1,OP6,2.5921,2.066600412113089,0.5254995878869106,0.22656341377865358,20.273121711620334
SYN-SYN-FACTORY-1-00138,seam_observation,SYN-FACTORY-1,OP6,10.1452,9.908320162938375,0.2368798370616254,0.023625862544553025,2.334895685266189
SYN-SYN-FACTORY-1-00139,seam_observation,SYN-FACTORY-1,OP6,9.5944,7.9728188570358,1.6215811429642004,0.18514148122211158,16.90132934799675
SYN-SYN-FACTORY-1-00140,cycle_observation,SYN-FACTORY-1,OP6,1.8015,1.859,-0.057499999999999885,-0.031419057533296046,3.1917846239245007
SYN-SYN-FACTORY-1-00141,element_observation,SYN-FACTORY-1,OP6,3.063,2.7105553988516813,0.3524446011483189,0.12224126973151488,11.50651652459415
SYN-SYN-FACTORY-1-00142,seam_observation,SYN-FACTORY-1,OP6,5.5852,5.58016431239514,0.005035687604860506,0.0009020194604319287,0.09016127631706126
SYN-SYN-FACTORY-1-00143,element_observation,SYN-FACTORY-1,OP6,2.8294,2.8899406527308096,-0.06054065273080944,-0.021171291483526748,2.1396993260341217
SYN-SYN-FACTORY-1-00144,element_observation,SYN-FACTORY-1,OP6,1.2969,1.2516368496861707,0.045263150313829215,0.03552462691728199,3.4901033475078433
SYN-SYN-FACTORY-1-00145,element_observation,SYN-FACTORY-1,OP6,1.8061,1.5333054745229386,0.2727945254770614,0.1637439785749834,15.104065415927211
SYN-SYN-FACTORY-1-00146,element_observation,SYN-FACTORY-1,OP6,2.5045,2.066600412113089,0.43789958788691097,0.19218416960144488,17.484511394965498
SYN-SYN-FACTORY-1-00147,seam_observation,SYN-FACTORY-1,OP6,8.4459,7.409603557621002,1.0362964423789975,0.13090417963648485,12.269816625569774
SYN-SYN-FACTORY-1-00148,seam_observation,SYN-FACTORY-1,OP6,5.3523,3.940833609224191,1.4114663907758085,0.3061340981905954,26.371212203647193
SYN-SYN-FACTORY-1-00149,element_observation,SYN-FACTORY-1,OP6,2.2462,2.066600412113089,0.17959958788691077,0.08333495533270896,7.995707768093259
SYN-SYN-FACTORY-1-00150,element_observation,SYN-FACTORY-1,OP6,1.2368,1.2460521102513793,-0.009252110251379397,-0.0074528426713287715,0.7480684226535737
SYN-SYN-FACTORY-1-00151,element_observation,SYN-FACTORY-1,OP7,1.9003,2.066600412113089,-0.1663004121130891,-0.0838931757689147,8.7512714894011
SYN-SYN-FACTORY-1-00152,element_observation,SYN-FACTORY-1,OP7,0.1907,0.22036876784875542,-0.029668767848755412,-0.14460084795570805,15.557822678948826
SYN-SYN-FACTORY-1-00153,element_observation,SYN-FACTORY-1,OP7,1.4331,1.2013901831414127,0.23170981685858738,0.17636055786379246,16.16843324670905
SYN-SYN-FACTORY-1-00154,element_observation,SYN-FACTORY-1,OP7,2.1521,2.200205809493344,-0.048105809493343976,-0.022106796137062894,2.235296198752102
SYN-SYN-FACTORY-1-00155,seam_observation,SYN-FACTORY-1,OP7,7.4868,6.722702376927789,0.7640976230722103,0.10765125680015468,10.205930745741977
SYN-SYN-FACTORY-1-00156,seam_observation,SYN-FACTORY-1,OP7,6.39,6.1958608434135805,0.19413915658641923,0.030852805187485722,3.038171464576201
SYN-SYN-FACTORY-1-00157,element_observation,SYN-FACTORY-1,OP7,1.3768,1.2238086791244576,0.15299132087554246,0.117794101947267,11.112094775969092
SYN-SYN-FACTORY-1-00158,seam_observation,SYN-FACTORY-1,OP7,8.9538,8.749437985834032,0.20436201416596766,0.023088555067060573,2.2824053939776148
SYN-SYN-FACTORY-1-00159,seam_observation,SYN-FACTORY-1,OP7,3.3676,3.712257642556502,-0.344657642556502,-0.0974398960502564,10.234518427262799
SYN-SYN-FACTORY-1-00160,element_observation,SYN-FACTORY-1,OP7,2.3957,2.0495089816510657,0.3461910183489345,0.15607522041808217,14.450516272861147
SYN-SYN-FACTORY-1-00161,element_observation,SYN-FACTORY-1,OP7,2.2975,2.1192436087150703,0.17825639128492954,0.08076233856983595,7.758711263761896
SYN-SYN-FACTORY-1-00162,element_observation,SYN-FACTORY-1,OP7,2.4613,2.8899406527308096,-0.42864065273080953,-0.16054630088071978,17.415213616008188
SYN-SYN-FACTORY-1-00163,element_observation,SYN-FACTORY-1,OP7,0.6052,0.7112396531408285,-0.10603965314082853,-0.16145045599110988,17.521423189165322
SYN-SYN-FACTORY-1-00164,seam_observation,SYN-FACTORY-1,OP7,5.2049,5.53364578992028,-0.3287457899202799,-0.06124638357150463,6.316082728203806
SYN-SYN-FACTORY-1-00165,element_observation,SYN-FACTORY-1,OP7,0.5384,0.7112396531408285,-0.1728396531408285,-0.2784076595747926,32.10246157890574
SYN-SYN-FACTORY-1-00166,cycle_observation,SYN-FACTORY-1,OP7,2.7099,1.859,0.8509000000000002,0.3768730251024636,31.399682645116062
SYN-SYN-FACTORY-1-00167,seam_observation,SYN-FACTORY-1,OP7,5.8381,6.806686218200956,-0.9685862182009561,-0.15349999503478698,16.59077813331317
SYN-SYN-FACTORY-1-00168,element_observation,SYN-FACTORY-1,OP7,0.7777,0.7112396531408285,0.06646034685917146,0.08933140779558688,8.545756314667798
SYN-SYN-FACTORY-1-00169,element_observation,SYN-FACTORY-1,OP7,3.1957,2.8899406527308096,0.3057593472691904,0.10057018963782288,9.567836382300918
SYN-SYN-FACTORY-1-00170,element_observation,SYN-FACTORY-1,OP7,2.9181,2.5794525795280343,0.3386474204719656,0.12335552161838509,11.605065641066641
SYN-SYN-FACTORY-1-00171,cycle_observation,SYN-FACTORY-1,OP7,1.8041,1.859,-0.05489999999999995,-0.029976856262686674,3.043068566044008
SYN-SYN-FACTORY-1-00172,seam_observation,SYN-FACTORY-1,OP7,4.099,3.4648813644075958,0.6341186355924044,0.16806464773268295,15.470081375760051
